ID,Line_EN,Station,Station_EN,Component_EN,Occurrence Date,Installation Date,Year,Month,YearMonth,Season,Days Since Installation,Months Since Installation,Years Since Installation,Average Daily Ridership,Ridership_Category,Location_Type_EN,Station_Daily_Runs,Station_Daily_Runs_Category,Manufacturer,Supplier,LineStation,LineStation_EN,LineStation_Failure_Count,PlatformDoor,PlatformDoor_Failure_Count,Platform_Number,Door_Number,Door_Position,Component
2424,Gyeongin Line,도원,Dowon,Electrical Stop,2020-07-18,2017-12-15,2020,7,2020-07,Summer,946,31.53333333,2.591780822,4337,Low,Above Ground,114,Medium-Low,Unknown,우진산전,경인선_도원,Gyeongin Line_Dowon,32,4번홈_9-2,29.0,4.0,9.0,2.0,전기정
2425,Gyeongin Line,제물포,Jemulpo,Motor,2020-07-22,2018-01-15,2020,7,2020-07,Summer,919,30.63333333,2.517808219,13989,Medium-High,Above Ground,197,High,dunkern,우진산전,경인선_제물포,Gyeongin Line_Jemulpo,84,1번홈_7-1,58.0,1.0,7.0,1.0,모터
2426,Gyeongin Line,동암,Dongam,Electrical Stop,2020-07-22,2010-12-15,2020,7,2020-07,Summer,3507,116.9,9.608219178,20415,Medium-High,Above Ground,197,High,Unknown,현대무벡스,경인선_동암,Gyeongin Line_Dongam,158,1번홈_4-4,98.0,1.0,4.0,4.0,전기정
2427,Gyeongin Line,동암,Dongam,Electrical Stop,2020-07-22,2010-12-15,2020,7,2020-07,Summer,3507,116.9,9.608219178,20415,Medium-High,Above Ground,197,High,Unknown,현대무벡스,경인선_동암,Gyeongin Line_Dongam,158,1번홈_10-4,81.0,1.0,10.0,4.0,전기정
2428,Suin Line,달월,Dalwol,DCU,2020-07-23,2017-12-15,2020,7,2020-07,Summer,951,31.7,2.605479452,110,Low,Above Ground,84,Medium-Low,TBR,GS네오텍,수인선_달월,Suin Line_Dalwol,22,1번홈_7-2,71.0,1.0,7.0,2.0,DCU
2429,Suin Line,달월,Dalwol,Emergency Door Sensor,2020-07-23,2017-12-15,2020,7,2020-07,Summer,951,31.7,2.605479452,110,Low,Above Ground,84,Medium-Low,Unknown,GS네오텍,수인선_달월,Suin Line_Dalwol,22,1번홈_2-2,105.0,1.0,2.0,2.0,비상문센서
2430,Suin Line,송도,Songdo,DCU,2020-07-23,2017-07-15,2020,7,2020-07,Summer,1104,36.8,3.024657534,3138,Low,Above Ground,82,Low,TBR,GS네오텍,수인선_송도,Suin Line_Songdo,41,3번홈_1-1,62.0,3.0,1.0,1.0,DCU
2431,Gyeongin Line,동암,Dongam,Obstacle Sensor,2020-07-25,2010-12-15,2020,7,2020-07,Summer,3510,117.0,9.616438356,20415,Medium-High,Above Ground,197,High,오디텍,현대무벡스,경인선_동암,Gyeongin Line_Dongam,158,1번홈_2-2,105.0,1.0,2.0,2.0,장애물센서
2432,Gyeongin Line,동암,Dongam,Obstacle Sensor,2020-07-25,2010-12-15,2020,7,2020-07,Summer,3510,117.0,9.616438356,20415,Medium-High,Above Ground,196,High,오디텍,현대무벡스,경인선_동암,Gyeongin Line_Dongam,158,4번홈_3-3,34.0,4.0,3.0,3.0,장애물센서
2433,Gyeongin Line,동암,Dongam,Obstacle Sensor,2020-07-25,2010-12-15,2020,7,2020-07,Summer,3510,117.0,9.616438356,20415,Medium-High,Above Ground,197,High,오디텍,현대무벡스,경인선_동암,Gyeongin Line_Dongam,158,1번홈_2-3,101.0,1.0,2.0,3.0,장애물센서
2434,Gyeongin Line,동암,Dongam,Obstacle Sensor,2020-07-25,2010-12-15,2020,7,2020-07,Summer,3510,117.0,9.616438356,20415,Medium-High,Above Ground,197,High,오디텍,현대무벡스,경인선_동암,Gyeongin Line_Dongam,158,1번홈_8-2,65.0,1.0,8.0,2.0,장애물센서
2435,Gyeongin Line,동암,Dongam,Obstacle Sensor,2020-07-25,2010-12-15,2020,7,2020-07,Summer,3510,117.0,9.616438356,20415,Medium-High,Above Ground,197,High,오디텍,현대무벡스,경인선_동암,Gyeongin Line_Dongam,158,1번홈_9-1,55.0,1.0,9.0,1.0,장애물센서
2436,Gyeongin Line,동암,Dongam,Obstacle Sensor,2020-07-25,2010-12-15,2020,7,2020-07,Summer,3510,117.0,9.616438356,20415,Medium-High,Above Ground,196,High,오디텍,현대무벡스,경인선_동암,Gyeongin Line_Dongam,158,4번홈_4-3,42.0,4.0,4.0,3.0,장애물센서
2437,Gyeongin Line,동암,Dongam,Obstacle Sensor,2020-07-25,2010-12-15,2020,7,2020-07,Summer,3510,117.0,9.616438356,20415,Medium-High,Above Ground,196,High,오디텍,현대무벡스,경인선_동암,Gyeongin Line_Dongam,158,4번홈_6-4,33.0,4.0,6.0,4.0,장애물센서
2438,Gyeongin Line,동암,Dongam,Obstacle Sensor,2020-07-25,2010-12-15,2020,7,2020-07,Summer,3510,117.0,9.616438356,20415,Medium-High,Above Ground,196,High,오디텍,현대무벡스,경인선_동암,Gyeongin Line_Dongam,158,4번홈_8-1,34.0,4.0,8.0,1.0,장애물센서
2439,Suin Line,남동인더스파크,Namdong Induspark,Door Detection Sensor,2020-07-26,2017-11-15,2020,7,2020-07,Summer,984,32.8,2.695890411,2446,Low,Above Ground,84,Medium-Low,Unknown,GS네오텍,수인선_남동인더스파크,Suin Line_Namdong Induspark,30,2번홈_1-4,134.0,2.0,1.0,4.0,출입문검지센서
2440,Suin Line,호구포,Hogupo,Electrical Stop,2020-07-26,2017-08-15,2020,7,2020-07,Summer,1076,35.86666667,2.947945205,4823,Low,Above Ground,82,Low,Unknown,GS네오텍,수인선_호구포,Suin Line_Hogupo,23,2번홈_2-1,95.0,2.0,2.0,1.0,전기정
2441,Suin Line,송도,Songdo,Motor,2020-07-29,2017-07-15,2020,7,2020-07,Summer,1110,37.0,3.04109589,3138,Low,Above Ground,82,Low,dunkern,GS네오텍,수인선_송도,Suin Line_Songdo,41,3번홈_1-1,62.0,3.0,1.0,1.0,모터
2443,Suin Line,남동인더스파크,Namdong Induspark,Electrical Stop,2020-07-30,2017-11-15,2020,7,2020-07,Summer,988,32.93333333,2.706849315,2446,Low,Above Ground,82,Low,Unknown,GS네오텍,수인선_남동인더스파크,Suin Line_Namdong Induspark,30,1번홈_3-3,101.0,1.0,3.0,3.0,전기정
2444,Gyeongin Line,제물포,Jemulpo,Motor,2020-07-30,2018-01-15,2020,7,2020-07,Summer,927,30.9,2.539726027,13989,Medium-High,Above Ground,196,High,dunkern,우진산전,경인선_제물포,Gyeongin Line_Jemulpo,84,4번홈_10-3,37.0,4.0,10.0,3.0,모터
2445,Gyeongin Line,중동,Jungdong,Motor,2020-07-04,2015-12-15,2020,7,2020-07,Summer,1663,55.43333333,4.556164384,12385,Medium-Low,Above Ground,118,Medium-Low,dunkern,우진산전,경인선_중동,Gyeongin Line_Jungdong,92,1번홈_1-2,112.0,1.0,1.0,2.0,모터
2446,Gyeongin Line,송내,Songnae,DCU,2020-07-04,2010-12-15,2020,7,2020-07,Summer,3489,116.3,9.55890411,34613,High,Above Ground,215,High,TBR,현대무벡스,경인선_송내,Gyeongin Line_Songnae,185,3번홈_10-3,23.0,3.0,10.0,3.0,DCU
2448,Gyeongin Line,오류동,Oryu-dong,Motor,2020-07-09,2019-01-15,2020,7,2020-07,Summer,541,18.03333333,1.482191781,16201,Medium-High,Above Ground,118,Medium-Low,dunkern,우진산전,경인선_오류동,Gyeongin Line_Oryu-dong,47,1번홈_4-4,98.0,1.0,4.0,4.0,모터
2449,Gyeongin Line,개봉,Gaebong,DCU,2020-07-09,2010-12-15,2020,7,2020-07,Summer,3494,116.4666667,9.57260274,30045,High,Above Ground,207,High,TBR,현대무벡스,경인선_개봉,Gyeongin Line_Gaebong,173,4번홈_9-2,29.0,4.0,9.0,2.0,DCU
2450,Gyeongin Line,중동,Jungdong,Motor,2020-07-09,2015-12-15,2020,7,2020-07,Summer,1668,55.6,4.569863014,12385,Medium-Low,Above Ground,118,Medium-Low,dunkern,우진산전,경인선_중동,Gyeongin Line_Jungdong,92,1번홈_6-2,67.0,1.0,6.0,2.0,모터
2451,Gyeongin Line,구로,Guro,DCU,2020-07-10,2018-04-15,2020,7,2020-07,Summer,817,27.23333333,2.238356164,23013,High,Above Ground,387,High,TBR,비츠로시스,경인선_구로,Gyeongin Line_Guro,60,6번홈_5-3,2.0,6.0,5.0,3.0,DCU
2452,Gyeongin Line,송내,Songnae,DCU,2020-07-10,2010-12-15,2020,7,2020-07,Summer,3495,116.5,9.575342466,34613,High,Above Ground,216,High,TBR,현대무벡스,경인선_송내,Gyeongin Line_Songnae,185,1번홈_1-4,147.0,1.0,1.0,4.0,DCU
2453,Gyeongbu Line,노량진,Noryangjin,Electrical Stop,2020-07-10,2016-12-15,2020,7,2020-07,Summer,1303,43.43333333,3.569863014,29283,High,Above Ground,329,High,Unknown,비츠로시스,경부선_노량진,Gyeongbu Line_Noryangjin,173,5번홈_5-3,5.0,5.0,5.0,3.0,전기정
2454,Gyeongin Line,오류동,Oryu-dong,Motor,2020-07-10,2019-01-15,2020,7,2020-07,Summer,542,18.06666667,1.484931507,16201,Medium-High,Above Ground,118,Medium-Low,dunkern,우진산전,경인선_오류동,Gyeongin Line_Oryu-dong,47,1번홈_4-3,88.0,1.0,4.0,3.0,모터
2455,Gyeongin Line,오류동,Oryu-dong,Motor,2020-07-11,2019-01-15,2020,7,2020-07,Summer,543,18.1,1.487671233,16201,Medium-High,Above Ground,117,Medium-Low,dunkern,우진산전,경인선_오류동,Gyeongin Line_Oryu-dong,47,4번홈_10-4,42.0,4.0,10.0,4.0,모터
2456,Gyeongbu Line,영등포,Yeongdeungpo,Electrical Stop,2020-07-12,2010-12-15,2020,7,2020-07,Summer,3497,116.5666667,9.580821918,59229,High,Above Ground,351,High,Unknown,현대무벡스,경부선_영등포,Gyeongbu Line_Yeongdeungpo,71,3번홈_1-1,62.0,3.0,1.0,1.0,전기정
2457,Gyeongbu Line,노량진,Noryangjin,Electrical Stop,2020-07-13,2016-12-15,2020,7,2020-07,Summer,1306,43.53333333,3.578082192,29283,High,Above Ground,329,High,Unknown,비츠로시스,경부선_노량진,Gyeongbu Line_Noryangjin,173,5번홈_1-3,4.0,5.0,1.0,3.0,전기정
2458,Gyeongin Line,백운,Baekun,Electrical Stop,2020-07-13,2017-12-15,2020,7,2020-07,Summer,941,31.36666667,2.578082192,9679,Medium-Low,Above Ground,114,Medium-Low,Unknown,우진산전,경인선_백운,Gyeongin Line_Baekun,38,4번홈_9-4,22.0,4.0,9.0,4.0,전기정
2459,Gyeongin Line,구일,Guil,Position Sensor,2020-07-14,2015-01-15,2020,7,2020-07,Summer,2007,66.9,5.498630137,12043,Medium-Low,Above Ground,125,Medium-High,Unknown,포스코ICT,경인선_구일,Gyeongin Line_Guil,102,1번홈_1-4,147.0,1.0,1.0,4.0,정위치센서
2460,Gyeongin Line,개봉,Gaebong,Electrical Stop,2020-07-15,2010-12-15,2020,7,2020-07,Summer,3500,116.6666667,9.589041096,30045,High,Above Ground,207,High,Unknown,현대무벡스,경인선_개봉,Gyeongin Line_Gaebong,173,4번홈_10-4,42.0,4.0,10.0,4.0,전기정
2461,Gyeongin Line,개봉,Gaebong,DCU,2020-07-15,2010-12-15,2020,7,2020-07,Summer,3500,116.6666667,9.589041096,30045,High,Above Ground,207,High,TBR,현대무벡스,경인선_개봉,Gyeongin Line_Gaebong,173,4번홈_10-4,42.0,4.0,10.0,4.0,DCU
2462,Gyeongin Line,부개,Bugae,Open/Close Sensor,2020-07-16,2015-01-15,2020,7,2020-07,Summer,2009,66.96666667,5.504109589,11338,Medium-Low,Above Ground,117,Medium-Low,Unknown,현대무벡스,경인선_부개,Gyeongin Line_Bugae,54,4번홈_2-2,37.0,4.0,2.0,2.0,열림/닫힘센서
2463,Gyeongin Line,구일,Guil,Electrical Stop,2020-07-18,2015-01-15,2020,7,2020-07,Summer,2011,67.03333333,5.509589041,12043,Medium-Low,Above Ground,117,Medium-Low,Unknown,포스코ICT,경인선_구일,Gyeongin Line_Guil,102,4번홈_2-1,58.0,4.0,2.0,1.0,전기정
2464,Gyeongin Line,중동,Jungdong,Motor,2020-07-20,2015-12-15,2020,7,2020-07,Summer,1679,55.96666667,4.6,12385,Medium-Low,Above Ground,117,Medium-Low,dunkern,우진산전,경인선_중동,Gyeongin Line_Jungdong,92,4번홈_7-2,34.0,4.0,7.0,2.0,모터
2465,Gyeongin Line,부평,Bupyeong,DCU,2020-07-21,2017-12-15,2020,7,2020-07,Summer,949,31.63333333,2.6,42016,High,Above Ground,216,High,TBR,포스코ICT,경인선_부평,Gyeongin Line_Bupyeong,85,4번홈_1-1,45.0,4.0,1.0,1.0,DCU
2466,Gyeongin Line,중동,Jungdong,Motor,2020-07-29,2015-12-15,2020,7,2020-07,Summer,1688,56.26666667,4.624657534,12385,Medium-Low,Above Ground,118,Medium-Low,dunkern,우진산전,경인선_중동,Gyeongin Line_Jungdong,92,1번홈_6-3,83.0,1.0,6.0,3.0,모터
2467,Gyeongin Line,역곡,Yeokgok,Electrical Stop,2020-07-31,2010-12-15,2020,7,2020-07,Summer,3516,117.2,9.632876712,37059,High,Above Ground,215,High,Unknown,현대무벡스,경인선_역곡,Gyeongin Line_Yeokgok,129,4번홈_2-3,35.0,4.0,2.0,3.0,전기정
2468,Gyeongin Line,역곡,Yeokgok,Electrical Stop,2020-07-31,2010-12-15,2020,7,2020-07,Summer,3516,117.2,9.632876712,37059,High,Above Ground,215,High,Unknown,현대무벡스,경인선_역곡,Gyeongin Line_Yeokgok,129,4번홈_9-3,24.0,4.0,9.0,3.0,전기정
2469,Janghang Line,봉명,Bongmyeong,Entry/Exit Sensor,2020-08-04,2018-02-15,2020,8,2020-08,Summer,901,30.03333333,2.468493151,1341,Low,Above Ground,42,Low,지노이드,현대무벡스,장항선_봉명,Janghang Line_Bongmyeong,4,1번홈_종합제어반,2.0,1.0,0.0,0.0,진입/진출센서
2470,Jungang Line,양수,Yangsu,Entry/Exit Sensor,2020-08-08,2017-09-15,2020,8,2020-08,Summer,1058,35.26666667,2.898630137,2639,Low,Above Ground,51,Low,오토닉스,GS네오텍,중앙선_양수,Jungang Line_Yangsu,47,1번홈_전체,19.0,1.0,0.0,0.0,진입/진출센서
2471,Jungang Line,구리,Guri,DCU,2020-08-12,2016-12-15,2020,8,2020-08,Summer,1336,44.53333333,3.660273973,18510,Medium-High,Above Ground,86,Medium-Low,TBR,GS네오텍,중앙선_구리,Jungang Line_Guri,23,1번홈_8-1,65.0,1.0,8.0,1.0,DCU
2472,Jungang Line,도농,Donong,Motor,2020-08-16,2017-08-15,2020,8,2020-08,Summer,1097,36.56666667,3.005479452,14972,Medium-High,Above Ground,86,Medium-Low,dunkern,동우자동도어,중앙선_도농,Jungang Line_Donong,61,3번홈_3-2,36.0,3.0,3.0,2.0,모터
2473,Jungang Line,양평,Yangpyeong,DCU,2020-08-17,2017-09-15,2020,8,2020-08,Summer,1067,35.56666667,2.923287671,4231,Low,Above Ground,51,Low,TBR,GS네오텍,중앙선_양평,Jungang Line_Yangpyeong,41,7번홈_6-1,2.0,7.0,6.0,1.0,DCU
2474,Jungang Line,신원,Sinwon,DCU,2020-08-23,2017-09-15,2020,8,2020-08,Summer,1073,35.76666667,2.939726027,263,Low,Above Ground,46,Low,TBR,GS네오텍,중앙선_신원,Jungang Line_Sinwon,30,2번홈_7-3,54.0,2.0,7.0,3.0,DCU
2475,Gyeongwon Line,청량리,Cheongnyangni,Electrical Stop,2020-08-27,2010-10-15,2020,8,2020-08,Summer,3604,120.1333333,9.873972603,26589,High,Above Ground,9,Low,Unknown,삼중테크,경원선_청량리,Gyeongwon Line_Cheongnyangni,81,5번홈_4-3,7.0,5.0,4.0,3.0,전기정
2476,Gyeongwon Line,회기,Hoegi,Emergency Door Sensor,2020-08-28,2010-03-15,2020,8,2020-08,Summer,3819,127.3,10.4630137,55569,High,Above Ground,187,High,Unknown,현대무벡스,경원선_회기,Gyeongwon Line_Hoegi,98,2번홈_9-1,45.0,2.0,9.0,1.0,비상문센서
2477,Gyeongwon Line,왕십리,Wangsimni,Motor,2020-08-03,2010-03-15,2020,8,2020-08,Summer,3794,126.4666667,10.39452055,43577,High,Above Ground,168,Medium-High,TERAOKA,현대무벡스,경원선_왕십리,Gyeongwon Line_Wangsimni,38,1번홈_3-3,101.0,1.0,3.0,3.0,모터
2478,Bundang Line,압구정로데오,Apgujeong Rodeo,Motor,2020-08-03,2012-09-15,2020,8,2020-08,Summer,2879,95.96666667,7.887671233,31756,High,Underground,192,High,아미텍코리아,GS네오텍,분당선_압구정로데오,Bundang Line_Apgujeong Rodeo,25,1번홈_6-2,67.0,1.0,6.0,2.0,모터
2479,Bundang Line,수서,Suseo,DCU,2020-08-05,2011-07-15,2020,8,2020-08,Summer,3309,110.3,9.065753425,22930,High,Underground,168,Medium-High,TBR,GS네오텍,분당선_수서,Bundang Line_Suseo,22,2번홈_6-1,97.0,2.0,6.0,1.0,DCU
2480,Gyeongwon Line,왕십리,Wangsimni,DCU,2020-08-06,2010-03-15,2020,8,2020-08,Summer,3797,126.5666667,10.40273973,43577,High,Above Ground,168,Medium-High,TBR,현대무벡스,경원선_왕십리,Gyeongwon Line_Wangsimni,38,1번홈_3-3,101.0,1.0,3.0,3.0,DCU
2481,Bundang Line,서울숲,Seoul Forest,Motor,2020-08-08,2012-10-15,2020,8,2020-08,Summer,2854,95.13333333,7.819178082,19582,Medium-High,Underground,168,Medium-High,TERAOKA,GS네오텍,분당선_서울숲,Bundang Line_Seoul Forest,53,2번홈_6-3,77.0,2.0,6.0,3.0,모터
2482,Gyeongwon Line,왕십리,Wangsimni,Electrical Stop,2020-08-09,2010-03-15,2020,8,2020-08,Summer,3800,126.6666667,10.4109589,43577,High,Above Ground,168,Medium-High,Unknown,현대무벡스,경원선_왕십리,Gyeongwon Line_Wangsimni,38,1번홈_1-4,147.0,1.0,1.0,4.0,전기정
2483,Bundang Line,복정,Bokjeong,Electrical Stop,2020-08-11,2010-12-15,2020,8,2020-08,Summer,3527,117.5666667,9.663013699,8616,Medium-Low,Underground,168,Medium-High,Unknown,현대무벡스,분당선_복정,Bundang Line_Bokjeong,24,1번홈_6-4,98.0,1.0,6.0,4.0,전기정
2484,Bundang Line,강남구청,Gangnam-gu Office,Electrical Stop,2020-08-14,2012-09-15,2020,8,2020-08,Summer,2890,96.33333333,7.917808219,23506,High,Underground,168,Medium-High,Unknown,GS네오텍,분당선_강남구청,Bundang Line_Gangnam-gu Office,33,1번홈_4-1,86.0,1.0,4.0,1.0,전기정
2485,Bundang Line,구룡,Guryong,Electrical Stop,2020-08-14,2017-12-15,2020,8,2020-08,Summer,973,32.43333333,2.665753425,5475,Low,Underground,168,Medium-High,Unknown,비츠로시스,분당선_구룡,Bundang Line_Guryong,16,1번홈_2-1,84.0,1.0,2.0,1.0,전기정
2486,Bundang Line,개포동,Gaepo-dong,Obstacle Sensor,2020-08-16,2017-12-15,2020,8,2020-08,Summer,975,32.5,2.671232877,7037,Medium-Low,Underground,168,Medium-High,산일전기,비츠로시스,분당선_개포동,Bundang Line_Gaepo-dong,21,2번홈_5-4,83.0,2.0,5.0,4.0,장애물센서
2488,Bundang Line,서울숲,Seoul Forest,Obstacle Sensor,2020-08-23,2012-10-15,2020,8,2020-08,Summer,2869,95.63333333,7.860273973,19582,Medium-High,Underground,168,Medium-High,산일전기,GS네오텍,분당선_서울숲,Bundang Line_Seoul Forest,53,2번홈_5-2,109.0,2.0,5.0,2.0,장애물센서
2490,Gyeonggang Line,신둔도예촌,Sindun Doyechon,Open/Close Sensor,2020-08-24,2016-09-15,2020,8,2020-08,Summer,1439,47.96666667,3.942465753,2064,Low,Above Ground,61,Low,Unknown,현대무벡스,경강선_신둔도예촌,Gyeonggang Line_Sindun Doyechon,22,2번홈_1-1,163.0,2.0,1.0,1.0,열림/닫힘센서
2491,Gyeongwon Line,왕십리,Wangsimni,Electrical Stop,2020-08-19,2010-03-15,2020,8,2020-08,Summer,3810,127.0,10.43835616,43577,High,Above Ground,168,Medium-High,Unknown,현대무벡스,경원선_왕십리,Gyeongwon Line_Wangsimni,38,2번홈_4-2,93.0,2.0,4.0,2.0,전기정
2492,Bundang Line,수서,Suseo,DCU,2020-08-27,2011-07-15,2020,8,2020-08,Summer,3331,111.0333333,9.126027397,22930,High,Underground,168,Medium-High,TBR,GS네오텍,분당선_수서,Bundang Line_Suseo,22,1번홈_5-2,82.0,1.0,5.0,2.0,DCU
2493,Bundang Line,수서,Suseo,DCU,2020-08-27,2011-07-15,2020,8,2020-08,Summer,3331,111.0333333,9.126027397,22930,High,Underground,168,Medium-High,TBR,GS네오텍,분당선_수서,Bundang Line_Suseo,22,1번홈_5-4,73.0,1.0,5.0,4.0,DCU
2494,Bundang Line,수서,Suseo,DCU,2020-08-27,2011-07-15,2020,8,2020-08,Summer,3331,111.0333333,9.126027397,22930,High,Underground,168,Medium-High,TBR,GS네오텍,분당선_수서,Bundang Line_Suseo,22,1번홈_6-2,67.0,1.0,6.0,2.0,DCU
2495,Bundang Line,수서,Suseo,DCU,2020-08-27,2011-07-15,2020,8,2020-08,Summer,3331,111.0333333,9.126027397,22930,High,Underground,168,Medium-High,TBR,GS네오텍,분당선_수서,Bundang Line_Suseo,22,1번홈_6-4,98.0,1.0,6.0,4.0,DCU
2496,Bundang Line,복정,Bokjeong,Motor,2020-08-28,2010-12-15,2020,8,2020-08,Summer,3544,118.1333333,9.709589041,8616,Medium-Low,Underground,168,Medium-High,dunkern,현대무벡스,분당선_복정,Bundang Line_Bokjeong,24,2번홈_6-2,72.0,2.0,6.0,2.0,모터
2497,Bundang Line,수내,Sunae,Motor,2020-08-06,2016-01-15,2020,8,2020-08,Summer,1665,55.5,4.561643836,17371,Medium-High,Underground,168,Medium-High,dunkern,GS네오텍,분당선_수내,Bundang Line_Sunae,117,1번홈_2-1,84.0,1.0,2.0,1.0,모터
2498,Bundang Line,모란,Moran,Open/Close Sensor,2020-08-08,2010-12-15,2020,8,2020-08,Summer,3524,117.4666667,9.654794521,31165,High,Underground,168,Medium-High,Unknown,현대무벡스,분당선_모란,Bundang Line_Moran,18,1번홈_3-2,102.0,1.0,3.0,2.0,열림/닫힘센서
2499,Bundang Line,정자,Jeongja,Electrical Stop,2020-08-14,2013-12-15,2020,8,2020-08,Summer,2434,81.13333333,6.668493151,16522,Medium-High,Underground,168,Medium-High,Unknown,삼중테크,분당선_정자,Bundang Line_Jeongja,79,1번홈_6-1,81.0,1.0,6.0,1.0,전기정
2500,Bundang Line,이매,Imae,Electrical Stop,2020-08-18,2016-12-15,2020,8,2020-08,Summer,1342,44.73333333,3.676712329,5823,Low,Underground,168,Medium-High,Unknown,GS네오텍,분당선_이매,Bundang Line_Imae,41,1번홈_1-1,174.0,1.0,1.0,1.0,전기정
2501,Bundang Line,오리,Ori,Electrical Stop,2020-08-19,2015-01-15,2020,8,2020-08,Summer,2043,68.1,5.597260274,13943,Medium-High,Underground,168,Medium-High,Unknown,현대로템,분당선_오리,Bundang Line_Ori,52,1번홈_6-4,98.0,1.0,6.0,4.0,전기정
2502,Bundang Line,수내,Sunae,Motor,2020-08-19,2016-01-15,2020,8,2020-08,Summer,1678,55.93333333,4.597260274,17371,Medium-High,Underground,168,Medium-High,dunkern,GS네오텍,분당선_수내,Bundang Line_Sunae,117,2번홈_1-2,121.0,2.0,1.0,2.0,모터
2503,Bundang Line,이매,Imae,DCU,2020-08-20,2016-12-15,2020,8,2020-08,Summer,1344,44.8,3.682191781,5823,Low,Underground,168,Medium-High,TBR,GS네오텍,분당선_이매,Bundang Line_Imae,41,1번홈_3-4,97.0,1.0,3.0,4.0,DCU
2504,Bundang Line,신갈,Singal,DCU,2020-08-21,2011-12-15,2020,8,2020-08,Summer,3172,105.7333333,8.690410959,5875,Low,Underground,108,Medium-Low,나브코,현대무벡스,분당선_신갈,Bundang Line_Singal,8,2번홈_3-3,93.0,2.0,3.0,3.0,DCU
2505,Bundang Line,신갈,Singal,DCU,2020-08-21,2011-12-15,2020,8,2020-08,Summer,3172,105.7333333,8.690410959,5875,Low,Underground,108,Medium-Low,나브코,현대무벡스,분당선_신갈,Bundang Line_Singal,8,2번홈_8-3,61.0,2.0,8.0,3.0,DCU
2506,Bundang Line,야탑,Yatap,Motor,2020-08-22,2012-02-15,2020,8,2020-08,Summer,3111,103.7,8.523287671,34078,High,Underground,168,Medium-High,아미텍코리아,GS네오텍,분당선_야탑,Bundang Line_Yatap,45,1번홈_5-4,73.0,1.0,5.0,4.0,모터
2507,Bundang Line,수내,Sunae,Motor,2020-08-24,2016-01-15,2020,8,2020-08,Summer,1683,56.1,4.610958904,17371,Medium-High,Underground,168,Medium-High,dunkern,GS네오텍,분당선_수내,Bundang Line_Sunae,117,1번홈_5-2,82.0,1.0,5.0,2.0,모터
2508,Bundang Line,수내,Sunae,Motor,2020-08-25,2016-01-15,2020,8,2020-08,Summer,1684,56.13333333,4.61369863,17371,Medium-High,Underground,168,Medium-High,dunkern,GS네오텍,분당선_수내,Bundang Line_Sunae,117,1번홈_1-4,147.0,1.0,1.0,4.0,모터
2509,Gyeongchun Line,사릉,Sareung,Electrical Stop,2020-08-02,2018-04-15,2020,8,2020-08,Summer,840,28.0,2.301369863,2794,Low,Above Ground,57,Low,Unknown,동우자동도어,경춘선_사릉,Gyeongchun Line_Sareung,74,2번홈_3-3,93.0,2.0,3.0,3.0,전기정
2510,Gyeongchun Line,남춘천,Namchuncheon,DCU,2020-08-03,2018-04-15,2020,8,2020-08,Summer,841,28.03333333,2.304109589,4048,Low,Above Ground,51,Low,나브코,현대무벡스,경춘선_남춘천,Gyeongchun Line_Namchuncheon,2,3번홈_6-2,42.0,3.0,6.0,2.0,DCU
2511,Gyeongchun Line,망우,Mangwoo,Motor,2020-08-03,2017-11-15,2020,8,2020-08,Summer,992,33.06666667,2.717808219,10352,Medium-Low,Above Ground,84,Medium-Low,dunkern,동우자동도어,경춘선_망우,Gyeongchun Line_Mangwoo,24,5번홈_7-3,7.0,5.0,7.0,3.0,모터
2512,Gyeongchun Line,평내호평,Pyeongnae Hopyeong,Motor,2020-08-05,2018-04-15,2020,8,2020-08,Summer,843,28.1,2.309589041,8218,Medium-Low,Above Ground,58,Low,dunkern,동우자동도어,경춘선_평내호평,Gyeongchun Line_Pyeongnae Hopyeong,54,3번홈_3-3,40.0,3.0,3.0,3.0,모터
2513,Jungang Line,상봉,Sangbong,Electrical Stop,2020-08-09,2016-01-15,2020,8,2020-08,Summer,1668,55.6,4.569863014,19643,Medium-High,Above Ground,87,Medium-Low,Unknown,GS네오텍,중앙선_상봉,Jungang Line_Sangbong,108,2번홈_2-2,92.0,2.0,2.0,2.0,전기정
2514,Gyeongchun Line,금곡,Geumgok,Motor,2020-08-13,2018-04-15,2020,8,2020-08,Summer,851,28.36666667,2.331506849,1873,Low,Above Ground,54,Low,dunkern,동우자동도어,경춘선_금곡,Gyeongchun Line_Geumgok,71,2번홈_7-3,54.0,2.0,7.0,3.0,모터
2515,Gyeongchun Line,금곡,Geumgok,Motor,2020-08-14,2018-04-15,2020,8,2020-08,Summer,852,28.4,2.334246575,1873,Low,Above Ground,54,Low,dunkern,동우자동도어,경춘선_금곡,Gyeongchun Line_Geumgok,71,1번홈_5-3,88.0,1.0,5.0,3.0,모터
2516,Jungang Line,상봉,Sangbong,Motor,2020-08-19,2016-01-15,2020,8,2020-08,Summer,1678,55.93333333,4.597260274,19643,Medium-High,Above Ground,86,Medium-Low,dunkern,GS네오텍,중앙선_상봉,Jungang Line_Sangbong,108,1번홈_3-2,102.0,1.0,3.0,2.0,모터
