ID,Line_EN,Station,Station_EN,Component_EN,Occurrence Date,Installation Date,Year,Month,YearMonth,Season,Days Since Installation,Months Since Installation,Years Since Installation,Average Daily Ridership,Ridership_Category,Location_Type_EN,Station_Daily_Runs,Station_Daily_Runs_Category,Manufacturer,Supplier,LineStation,LineStation_EN,LineStation_Failure_Count,PlatformDoor,PlatformDoor_Failure_Count,Platform_Number,Door_Number,Door_Position,Component
4326,Gwacheon Line,범계,Beomgye,Motor,2021-09-15,2020-09-15,2021,9,2021-09,Fall,365,12.16666667,1.0,37710,High,Underground,126,Medium-High,dunkern,현대무벡스,과천선_범계,Gwacheon Line_Beomgye,51,1번홈_6-4,98.0,1.0,6.0,4.0,모터
4327,Gyeongbu Line,금정,Geumjeong,Electrical Stop,2021-09-16,2010-12-15,2021,9,2021-09,Fall,3928,130.9333333,10.76164384,35324,High,Above Ground,134,Medium-High,Unknown,현대무벡스,경부선_금정,Gyeongbu Line_Geumjeong,55,3번홈_5-4,37.0,3.0,5.0,4.0,전기정
4328,Gwacheon Line,선바위,Seonbawi,Motor,2021-09-18,2015-01-15,2021,9,2021-09,Fall,2438,81.26666667,6.679452055,11668,Medium-Low,Underground,126,Medium-High,대동모벨,포스코ICT,과천선_선바위,Gwacheon Line_Seonbawi,67,1번홈_3-2,102.0,1.0,3.0,2.0,모터
4329,Gwacheon Line,정부과천청사,Government Complex Gwacheon,Motor,2021-09-22,2011-12-15,2021,9,2021-09,Fall,3569,118.9666667,9.778082192,16764,Medium-High,Underground,126,Medium-High,대동모벨,GS네오텍,과천선_정부과천청사,Gwacheon Line_Government Complex Gwacheon,40,2번홈_10-1,72.0,2.0,10.0,1.0,모터
4330,Gwacheon Line,평촌,Pyeongchon,DCU,2021-09-26,2015-11-15,2021,9,2021-09,Fall,2142,71.4,5.868493151,23182,High,Underground,126,Medium-High,아트웨어,포스코ICT,과천선_평촌,Gwacheon Line_Pyeongchon,92,1번홈_8-3,62.0,1.0,8.0,3.0,DCU
4331,Gyeongbu Line,화서,Hwaseo,Entry/Exit Sensor,2021-09-16,2018-07-15,2021,9,2021-09,Fall,1159,38.63333333,3.175342466,14728,Medium-High,Above Ground,109,Medium-Low,지노이드,현대무벡스,경부선_화서,Gyeongbu Line_Hwaseo,6,1번홈_주제어반,2.0,1.0,0.0,0.0,진입/진출센서
4332,Gyeongbu Line,병점,Byeongjeom,Electrical Stop,2021-09-19,2010-12-15,2021,9,2021-09,Fall,3931,131.0333333,10.76986301,18157,Medium-High,Above Ground,144,Medium-High,Unknown,현대무벡스,경부선_병점,Gyeongbu Line_Byeongjeom,138,4번홈_7-3,23.0,4.0,7.0,3.0,전기정
4333,Gyeongbu Line,병점,Byeongjeom,Electrical Stop,2021-09-20,2010-12-15,2021,9,2021-09,Fall,3932,131.0666667,10.77260274,18157,Medium-High,Above Ground,144,Medium-High,Unknown,현대무벡스,경부선_병점,Gyeongbu Line_Byeongjeom,138,3번홈_6-3,41.0,3.0,6.0,3.0,전기정
4334,Gyeongbu Line,병점,Byeongjeom,Obstacle Sensor,2021-09-28,2010-12-15,2021,9,2021-09,Fall,3940,131.3333333,10.79452055,18157,Medium-High,Above Ground,144,Medium-High,오디텍,현대무벡스,경부선_병점,Gyeongbu Line_Byeongjeom,138,3번홈_4-1,30.0,3.0,4.0,1.0,장애물센서
4335,Gyeongbu Line,병점,Byeongjeom,Obstacle Sensor,2021-09-28,2010-12-15,2021,9,2021-09,Fall,3940,131.3333333,10.79452055,18157,Medium-High,Above Ground,144,Medium-High,오디텍,현대무벡스,경부선_병점,Gyeongbu Line_Byeongjeom,138,3번홈_9-1,22.0,3.0,9.0,1.0,장애물센서
4336,Bundang Line,수내,Sunae,Motor,2021-09-05,2016-01-15,2021,9,2021-09,Fall,2060,68.66666667,5.643835616,17371,Medium-High,Underground,168,Medium-High,dunkern,GS네오텍,분당선_수내,Bundang Line_Sunae,117,2번홈_5-2,109.0,2.0,5.0,2.0,모터
4337,Bundang Line,정자,Jeongja,Electrical Stop,2021-09-12,2013-12-15,2021,9,2021-09,Fall,2828,94.26666667,7.747945205,16522,Medium-High,Underground,168,Medium-High,Unknown,삼중테크,분당선_정자,Bundang Line_Jeongja,79,2번홈_3-2,111.0,2.0,3.0,2.0,전기정
4338,Bundang Line,정자,Jeongja,Obstacle Sensor,2021-09-13,2013-12-15,2021,9,2021-09,Fall,2829,94.3,7.750684932,16522,Medium-High,Underground,168,Medium-High,산일전기,삼중테크,분당선_정자,Bundang Line_Jeongja,79,1번홈_5-2,82.0,1.0,5.0,2.0,장애물센서
4339,Bundang Line,정자,Jeongja,Motor,2021-09-14,2013-12-15,2021,9,2021-09,Fall,2830,94.33333333,7.753424658,16522,Medium-High,Underground,168,Medium-High,dunkern,삼중테크,분당선_정자,Bundang Line_Jeongja,79,2번홈_3-2,111.0,2.0,3.0,2.0,모터
4340,Bundang Line,오리,Ori,Electrical Stop,2021-09-22,2015-01-15,2021,9,2021-09,Fall,2442,81.4,6.690410959,13943,Medium-High,Underground,168,Medium-High,Unknown,현대로템,분당선_오리,Bundang Line_Ori,52,2번홈_2-1,95.0,2.0,2.0,1.0,전기정
4341,Gyeonggang Line,여주,Yeoju,Entry/Exit Sensor,2021-09-15,2016-09-15,2021,9,2021-09,Fall,1826,60.86666667,5.002739726,4166,Low,Above Ground,46,Low,지노이드,현대무벡스,경강선_여주,Gyeonggang Line_Yeoju,46,1번홈_진출센서,2.0,1.0,0.0,0.0,진입/진출센서
4342,Gyeonggang Line,여주,Yeoju,Entry/Exit Sensor,2021-09-15,2016-09-15,2021,9,2021-09,Fall,1826,60.86666667,5.002739726,4166,Low,Above Ground,46,Low,지노이드,현대무벡스,경강선_여주,Gyeonggang Line_Yeoju,46,2번홈_진출센서,2.0,2.0,0.0,0.0,진입/진출센서
4343,Bundang Line,압구정로데오,Apgujeong Rodeo,DCU,2021-09-17,2021-09-15,2021,9,2021-09,Fall,2,0.066666667,0.005479452,31756,High,Underground,192,High,미디어디바이스,동우자동도어,분당선_압구정로데오,Bundang Line_Apgujeong Rodeo,25,2번홈_2-4,94.0,2.0,2.0,4.0,DCU
4344,Bundang Line,한티,Hanti,Motor,2021-09-22,2016-01-15,2021,9,2021-09,Fall,2077,69.23333333,5.690410959,25222,High,Underground,168,Medium-High,dunkern,GS네오텍,분당선_한티,Bundang Line_Hanti,124,2번홈_3-4,74.0,2.0,3.0,4.0,모터
4345,Bundang Line,서울숲,Seoul Forest,DCU,2021-09-23,2012-10-15,2021,9,2021-09,Fall,3265,108.8333333,8.945205479,19582,Medium-High,Underground,168,Medium-High,TBR,GS네오텍,분당선_서울숲,Bundang Line_Seoul Forest,53,1번홈_6-3,83.0,1.0,6.0,3.0,DCU
4346,Bundang Line,서울숲,Seoul Forest,DCU,2021-09-26,2012-10-15,2021,9,2021-09,Fall,3268,108.9333333,8.953424658,19582,Medium-High,Underground,168,Medium-High,TBR,GS네오텍,분당선_서울숲,Bundang Line_Seoul Forest,53,1번홈_2-2,105.0,1.0,2.0,2.0,DCU
4347,Gyeonggang Line,부발,Bubal,Open/Close Sensor,2021-09-27,2016-09-15,2021,9,2021-09,Fall,1838,61.26666667,5.035616438,3161,Low,Above Ground,61,Low,Unknown,현대무벡스,경강선_부발,Gyeonggang Line_Bubal,48,1번홈_2-2,105.0,1.0,2.0,2.0,열림/닫힘센서
4348,Bundang Line,서울숲,Seoul Forest,DCU,2021-09-27,2012-10-15,2021,9,2021-09,Fall,3269,108.9666667,8.956164384,19582,Medium-High,Underground,168,Medium-High,TBR,GS네오텍,분당선_서울숲,Bundang Line_Seoul Forest,53,2번홈_2-4,94.0,2.0,2.0,4.0,DCU
4349,Gyeongui Line,가좌,Gajwa,Motor,2021-09-03,2018-01-15,2021,9,2021-09,Fall,1327,44.23333333,3.635616438,7627,Medium-Low,Above Ground,86,Medium-Low,dunkern,우진산전,경의선_가좌,Gyeongui Line_Gajwa,22,1번홈_3-4,97.0,1.0,3.0,4.0,모터
4350,Gyeongui Line,DMC,DMC,Motor,2021-09-05,2018-01-15,2021,9,2021-09,Fall,1329,44.3,3.64109589,6446,Low,Above Ground,85,Medium-Low,dunkern,우진산전,경의선_DMC,Gyeongui Line_DMC,93,4번홈_3-3,34.0,4.0,3.0,3.0,모터
4351,Gyeongui Line,수색,Susaek,Motor,2021-09-08,2018-02-15,2021,9,2021-09,Fall,1301,43.36666667,3.564383562,4137,Low,Above Ground,81,Low,dunkern,우진산전,경의선_수색,Gyeongui Line_Susaek,97,5번홈_6-3,6.0,5.0,6.0,3.0,모터
4352,Gyeongui Line,수색,Susaek,Motor,2021-09-11,2018-02-15,2021,9,2021-09,Fall,1304,43.46666667,3.57260274,4137,Low,Above Ground,81,Low,dunkern,우진산전,경의선_수색,Gyeongui Line_Susaek,97,5번홈_1-1,15.0,5.0,1.0,1.0,모터
4353,Gyeongwon Line,서빙고,Seobinggo,Motor,2021-09-14,2017-12-15,2021,9,2021-09,Fall,1369,45.63333333,3.750684932,3237,Low,Above Ground,87,Medium-Low,나브코,현대무벡스,경원선_서빙고,Gyeongwon Line_Seobinggo,9,1번홈_5-3,88.0,1.0,5.0,3.0,모터
4354,Gyeongui Line,가좌,Gajwa,Motor,2021-09-26,2018-01-15,2021,9,2021-09,Fall,1350,45.0,3.698630137,7627,Medium-Low,Above Ground,86,Medium-Low,dunkern,우진산전,경의선_가좌,Gyeongui Line_Gajwa,22,1번홈_4-4,98.0,1.0,4.0,4.0,모터
4355,Gyeongui Line,행신,Haengsin,Open/Close Sensor,2021-09-27,2018-01-15,2021,9,2021-09,Fall,1351,45.03333333,3.701369863,10592,Medium-Low,Above Ground,83,Medium-Low,Unknown,우진산전,경의선_행신,Gyeongui Line_Haengsin,58,1번홈_2-1,84.0,1.0,2.0,1.0,열림/닫힘센서
4356,Gyeongui Line,DMC,DMC,Motor,2021-09-27,2018-01-15,2021,9,2021-09,Fall,1351,45.03333333,3.701369863,6446,Low,Above Ground,86,Medium-Low,dunkern,우진산전,경의선_DMC,Gyeongui Line_DMC,93,3번홈_3-1,38.0,3.0,3.0,1.0,모터
4357,Gyeongwon Line,응봉,Eungbong,Open/Close Sensor,2021-09-01,2018-03-15,2021,9,2021-09,Fall,1266,42.2,3.468493151,2523,Low,Above Ground,87,Medium-Low,Unknown,우진산전,경원선_응봉,Gyeongwon Line_Eungbong,28,2번홈_2-4,94.0,2.0,2.0,4.0,열림/닫힘센서
4358,Gyeongwon Line,회기,Hoegi,Electrical Stop,2021-09-01,2010-03-15,2021,9,2021-09,Fall,4188,139.6,11.4739726,55569,High,Above Ground,187,High,Unknown,현대무벡스,경원선_회기,Gyeongwon Line_Hoegi,98,2번홈_10-1,72.0,2.0,10.0,1.0,전기정
4359,Gyeongwon Line,응봉,Eungbong,Electrical Stop,2021-09-03,2018-03-15,2021,9,2021-09,Fall,1268,42.26666667,3.473972603,2523,Low,Above Ground,87,Medium-Low,Unknown,우진산전,경원선_응봉,Gyeongwon Line_Eungbong,28,2번홈_3-2,111.0,2.0,3.0,2.0,전기정
4360,Jungang Line,중랑,Jungnang,Electrical Stop,2021-09-03,2017-08-15,2021,9,2021-09,Fall,1480,49.33333333,4.054794521,7806,Medium-Low,Above Ground,84,Medium-Low,Unknown,동우자동도어,중앙선_중랑,Jungang Line_Jungnang,39,2번홈_2-4,94.0,2.0,2.0,4.0,전기정
4361,Jungang Line,운길산,Ungil Mountain,Open/Close Sensor,2021-09-04,2017-09-15,2021,9,2021-09,Fall,1450,48.33333333,3.97260274,1075,Low,Above Ground,49,Low,Unknown,GS네오텍,중앙선_운길산,Jungang Line_Ungil Mountain,25,3번홈_1-1,62.0,3.0,1.0,1.0,열림/닫힘센서
4362,Gyeongwon Line,회기,Hoegi,Motor,2021-09-07,2010-03-15,2021,9,2021-09,Fall,4194,139.8,11.49041096,55569,High,Above Ground,187,High,dunkern,현대무벡스,경원선_회기,Gyeongwon Line_Hoegi,98,2번홈_4-4,112.0,2.0,4.0,4.0,모터
4363,Gyeongwon Line,청량리,Cheongnyangni,Motor,2021-09-10,2021-02-15,2021,9,2021-09,Fall,207,6.9,0.567123288,26589,High,Above Ground,9,Low,현대무벡스,현대무벡스,경원선_청량리,Gyeongwon Line_Cheongnyangni,81,4번홈_2-4,34.0,4.0,2.0,4.0,모터
4364,Jungang Line,양원,Yangwon,Motor,2021-09-13,2017-08-15,2021,9,2021-09,Fall,1490,49.66666667,4.082191781,4264,Low,Above Ground,84,Medium-Low,dunkern,동우자동도어,중앙선_양원,Jungang Line_Yangwon,61,2번홈_6-1,97.0,2.0,6.0,1.0,모터
4365,Gyeongwon Line,응봉,Eungbong,Motor,2021-09-15,2018-03-15,2021,9,2021-09,Fall,1280,42.66666667,3.506849315,2523,Low,Above Ground,87,Medium-Low,dunkern,우진산전,경원선_응봉,Gyeongwon Line_Eungbong,28,1번홈_3-2,102.0,1.0,3.0,2.0,모터
4366,Jungang Line,양수,Yangsu,Door Detection Sensor,2021-09-18,2017-09-15,2021,9,2021-09,Fall,1464,48.8,4.010958904,2639,Low,Above Ground,51,Low,Unknown,GS네오텍,중앙선_양수,Jungang Line_Yangsu,47,"1번홈_1-1,1-2",1.0,1.0,1.0,2.0,출입문검지센서
4367,Gyeongwon Line,회기,Hoegi,Motor,2021-09-21,2010-03-15,2021,9,2021-09,Fall,4208,140.2666667,11.52876712,55569,High,Above Ground,187,High,dunkern,현대무벡스,경원선_회기,Gyeongwon Line_Hoegi,98,2번홈_4-4,112.0,2.0,4.0,4.0,모터
4368,Gyeongwon Line,옥수,Oksu,Electrical Stop,2021-09-29,2010-03-15,2021,9,2021-09,Fall,4216,140.5333333,11.55068493,7995,Medium-Low,Above Ground,89,Medium-Low,Unknown,현대무벡스,경원선_옥수,Gyeongwon Line_Oksu,28,2번홈_5-3,73.0,2.0,5.0,3.0,전기정
4369,Gyeongwon Line,방학,Banghak,Motor,2021-09-01,2016-01-15,2021,9,2021-09,Fall,2056,68.53333333,5.632876712,14107,Medium-High,Above Ground,122,Medium-Low,dunkern,GS네오텍,경원선_방학,Gyeongwon Line_Banghak,80,2번홈_9-1,45.0,2.0,9.0,1.0,모터
4370,Gyeongwon Line,방학,Banghak,Motor,2021-09-02,2016-01-15,2021,9,2021-09,Fall,2057,68.56666667,5.635616438,14107,Medium-High,Above Ground,122,Medium-Low,dunkern,GS네오텍,경원선_방학,Gyeongwon Line_Banghak,80,1번홈_8-4,81.0,1.0,8.0,4.0,모터
4371,Gyeongwon Line,의정부,Uijeongbu,Motor,2021-09-08,2014-07-15,2021,9,2021-09,Fall,2612,87.06666667,7.156164384,27301,High,Above Ground,130,Medium-High,dunkern,GS네오텍,경원선_의정부,Gyeongwon Line_Uijeongbu,105,3번홈_10-2,21.0,3.0,10.0,2.0,모터
4372,Gyeongwon Line,도봉산,Dobongsan,Electrical Stop,2021-09-09,2016-07-15,2021,9,2021-09,Fall,1882,62.73333333,5.156164384,13873,Medium-High,Above Ground,129,Medium-High,Unknown,삼중테크,경원선_도봉산,Gyeongwon Line_Dobongsan,83,3번홈_9-1,22.0,3.0,9.0,1.0,전기정
4373,Gyeongwon Line,녹천,Nokcheon,Electrical Stop,2021-09-14,2018-04-15,2021,9,2021-09,Fall,1248,41.6,3.419178082,6061,Low,Above Ground,123,Medium-High,Unknown,우진산전,경원선_녹천,Gyeongwon Line_Nokcheon,51,1번홈_2-2,105.0,1.0,2.0,2.0,전기정
4374,Gyeongwon Line,신이문,Sinimun,Motor,2021-09-15,2012-06-15,2021,9,2021-09,Fall,3379,112.6333333,9.257534247,12525,Medium-Low,Above Ground,186,High,dunkern,GS네오텍,경원선_신이문,Gyeongwon Line_Sinimun,56,1번홈_5-3,88.0,1.0,5.0,3.0,모터
4375,Gyeongwon Line,의정부,Uijeongbu,Electrical Stop,2021-09-18,2014-07-15,2021,9,2021-09,Fall,2622,87.4,7.183561644,27301,High,Above Ground,130,Medium-High,Unknown,GS네오텍,경원선_의정부,Gyeongwon Line_Uijeongbu,105,3번홈_10-2,21.0,3.0,10.0,2.0,전기정
4376,Gyeongwon Line,녹천,Nokcheon,Electrical Stop,2021-09-19,2018-04-15,2021,9,2021-09,Fall,1253,41.76666667,3.432876712,6061,Low,Above Ground,121,Medium-Low,Unknown,우진산전,경원선_녹천,Gyeongwon Line_Nokcheon,51,2번홈_4-3,81.0,2.0,4.0,3.0,전기정
4377,Gyeongwon Line,녹천,Nokcheon,Motor,2021-09-24,2018-04-15,2021,9,2021-09,Fall,1258,41.93333333,3.446575342,6061,Low,Above Ground,123,Medium-High,dunkern,우진산전,경원선_녹천,Gyeongwon Line_Nokcheon,51,1번홈_8-4,81.0,1.0,8.0,4.0,모터
4378,Gyeongwon Line,월계,Wolgye,Motor,2021-09-26,2018-06-15,2021,9,2021-09,Fall,1199,39.96666667,3.284931507,10053,Medium-Low,Above Ground,121,Medium-Low,dunkern,우진산전,경원선_월계,Gyeongwon Line_Wolgye,58,2번홈_9-4,43.0,2.0,9.0,4.0,모터
4379,Gyeongchun Line,금곡,Geumgok,Motor,2021-09-02,2018-04-15,2021,9,2021-09,Fall,1236,41.2,3.38630137,1873,Low,Above Ground,54,Low,dunkern,동우자동도어,경춘선_금곡,Gyeongchun Line_Geumgok,71,1번홈_4-4,98.0,1.0,4.0,4.0,모터
4380,Gyeongchun Line,망우,Mangwoo,DCU,2021-09-04,2017-11-15,2021,9,2021-09,Fall,1389,46.3,3.805479452,10352,Medium-Low,Above Ground,85,Medium-Low,아트웨어,동우자동도어,경춘선_망우,Gyeongchun Line_Mangwoo,24,6번홈_1-1,2.0,6.0,1.0,1.0,DCU
4381,Gyeongchun Line,상천,Sangcheon,DCU,2021-09-08,2018-04-15,2021,9,2021-09,Fall,1242,41.4,3.402739726,426,Low,Above Ground,49,Low,나브코,현대무벡스,경춘선_상천,Gyeongchun Line_Sangcheon,6,1번홈_2-1,84.0,1.0,2.0,1.0,DCU
4382,Gyeongchun Line,금곡,Geumgok,Motor,2021-09-13,2018-04-15,2021,9,2021-09,Fall,1247,41.56666667,3.416438356,1873,Low,Above Ground,54,Low,dunkern,동우자동도어,경춘선_금곡,Gyeongchun Line_Geumgok,71,1번홈_5-3,88.0,1.0,5.0,3.0,모터
4383,Gyeongchun Line,사릉,Sareung,Motor,2021-09-14,2018-04-15,2021,9,2021-09,Fall,1248,41.6,3.419178082,2794,Low,Above Ground,56,Low,dunkern,동우자동도어,경춘선_사릉,Gyeongchun Line_Sareung,74,3번홈_6-1,42.0,3.0,6.0,1.0,모터
4384,Gyeongchun Line,사릉,Sareung,Motor,2021-09-14,2018-04-15,2021,9,2021-09,Fall,1248,41.6,3.419178082,2794,Low,Above Ground,56,Low,dunkern,동우자동도어,경춘선_사릉,Gyeongchun Line_Sareung,74,3번홈_6-1,42.0,3.0,6.0,1.0,모터
4385,Gyeongchun Line,사릉,Sareung,Motor,2021-09-14,2018-04-15,2021,9,2021-09,Fall,1248,41.6,3.419178082,2794,Low,Above Ground,57,Low,dunkern,동우자동도어,경춘선_사릉,Gyeongchun Line_Sareung,74,2번홈_4-4,112.0,2.0,4.0,4.0,모터
4386,Gyeongchun Line,사릉,Sareung,DCU,2021-09-18,2018-04-15,2021,9,2021-09,Fall,1252,41.73333333,3.430136986,2794,Low,Above Ground,57,Low,아트웨어,동우자동도어,경춘선_사릉,Gyeongchun Line_Sareung,74,2번홈_8-3,61.0,2.0,8.0,3.0,DCU
4387,Gyeongchun Line,평내호평,Pyeongnae Hopyeong,Motor,2021-09-18,2018-04-15,2021,9,2021-09,Fall,1252,41.73333333,3.430136986,8218,Medium-Low,Above Ground,58,Low,dunkern,동우자동도어,경춘선_평내호평,Gyeongchun Line_Pyeongnae Hopyeong,54,3번홈_2-2,36.0,3.0,2.0,2.0,모터
4388,Gyeongchun Line,사릉,Sareung,Motor,2021-09-30,2018-04-15,2021,9,2021-09,Fall,1264,42.13333333,3.463013699,2794,Low,Above Ground,56,Low,dunkern,동우자동도어,경춘선_사릉,Gyeongchun Line_Sareung,74,3번홈_7-1,27.0,3.0,7.0,1.0,모터
4389,Janghang Line,배방,Baebang,Entry/Exit Sensor,2021-09-23,2018-02-15,2021,9,2021-09,Fall,1316,43.86666667,3.605479452,1366,Low,Above Ground,42,Low,지노이드,현대무벡스,장항선_배방,Janghang Line_Baebang,7,2번홈_기타,8.0,2.0,0.0,0.0,진입/진출센서
4390,Gyeongin Line,간석,Ganseok,Electrical Stop,2021-09-14,2015-12-15,2021,9,2021-09,Fall,2100,70.0,5.753424658,7477,Medium-Low,Above Ground,113,Medium-Low,Unknown,우진산전,경인선_간석,Gyeongin Line_Ganseok,111,1번홈_7-4,61.0,1.0,7.0,4.0,전기정
4391,Gwacheon Line,인덕원,Indeokwon,Obstacle Sensor,2021-09-14,2020-09-15,2021,9,2021-09,Fall,364,12.13333333,0.997260274,37239,High,Underground,126,Medium-High,오토닉스,현대무벡스,과천선_인덕원,Gwacheon Line_Indeokwon,61,2번홈_1-1,163.0,2.0,1.0,1.0,장애물센서
4392,Gyeongbu Line,노량진,Noryangjin,Electrical Stop,2021-10-02,2016-12-15,2021,10,2021-10,Fall,1752,58.4,4.8,29283,High,Above Ground,329,High,Unknown,비츠로시스,경부선_노량진,Gyeongbu Line_Noryangjin,173,5번홈_6-4,8.0,5.0,6.0,4.0,전기정
4393,Gyeongin Line,소사,Sosa,Motor,2021-10-09,2020-09-15,2021,10,2021-10,Fall,389,12.96666667,1.065753425,14644,Medium-High,Above Ground,117,Medium-Low,dunkern,현대무벡스,경인선_소사,Gyeongin Line_Sosa,142,4번홈_8-4,44.0,4.0,8.0,4.0,모터
4394,Gyeongin Line,오류동,Oryu-dong,Position Sensor,2021-10-16,2019-01-15,2021,10,2021-10,Fall,1005,33.5,2.753424658,16201,Medium-High,Above Ground,117,Medium-Low,Unknown,우진산전,경인선_오류동,Gyeongin Line_Oryu-dong,47,Unknown,72.0,4.0,0.0,0.0,정위치센서
4395,Gyeongbu Line,독산,Doksan,Motor,2021-10-16,2014-12-15,2021,10,2021-10,Fall,2497,83.23333333,6.84109589,22621,Medium-High,Above Ground,131,Medium-High,대동모벨,GS네오텍,경부선_독산,Gyeongbu Line_Doksan,95,1번홈_8-2,65.0,1.0,8.0,2.0,모터
4396,Gyeongin Line,구일,Guil,Motor,2021-10-18,2015-01-15,2021,10,2021-10,Fall,2468,82.26666667,6.761643836,12043,Medium-Low,Above Ground,125,Medium-High,대동모벨,포스코ICT,경인선_구일,Gyeongin Line_Guil,102,1번홈_1-1,174.0,1.0,1.0,1.0,모터
4397,Gyeongbu Line,구로,Guro,DCU,2021-10-18,2018-04-15,2021,10,2021-10,Fall,1282,42.73333333,3.512328767,23013,High,Above Ground,387,High,TBR,비츠로시스,경부선_구로,Gyeongbu Line_Guro,38,7번홈_3-4,6.0,7.0,3.0,4.0,DCU
4398,Gyeongin Line,역곡,Yeokgok,Electrical Stop,2021-10-19,2010-12-15,2021,10,2021-10,Fall,3961,132.0333333,10.85205479,37059,High,Above Ground,215,High,Unknown,현대무벡스,경인선_역곡,Gyeongin Line_Yeokgok,129,4번홈_6-3,28.0,4.0,6.0,3.0,전기정
4399,Gyeongbu Line,대방,Daebang,Electrical Stop,2021-10-20,2021-06-15,2021,10,2021-10,Fall,127,4.233333333,0.347945205,21063,Medium-High,Above Ground,317,High,Unknown,동우자동도어,경부선_대방,Gyeongbu Line_Daebang,131,1번홈_9-3,38.0,1.0,9.0,3.0,전기정
4400,Gyeongin Line,구로,Guro,Electrical Stop,2021-10-20,2018-04-15,2021,10,2021-10,Fall,1284,42.8,3.517808219,23013,High,Above Ground,390,High,Unknown,비츠로시스,경인선_구로,Gyeongin Line_Guro,60,8번홈_4-4,2.0,8.0,4.0,4.0,전기정
4401,Gyeongin Line,구일,Guil,Electrical Stop,2021-10-20,2015-01-15,2021,10,2021-10,Fall,2470,82.33333333,6.767123288,12043,Medium-Low,Above Ground,125,Medium-High,Unknown,포스코ICT,경인선_구일,Gyeongin Line_Guil,102,1번홈_4-3,88.0,1.0,4.0,3.0,전기정
4402,Gyeongin Line,역곡,Yeokgok,Electrical Stop,2021-10-20,2010-12-15,2021,10,2021-10,Fall,3962,132.0666667,10.85479452,37059,High,Above Ground,216,High,Unknown,현대무벡스,경인선_역곡,Gyeongin Line_Yeokgok,129,1번홈_10-3,72.0,1.0,10.0,3.0,전기정
4403,Gyeongin Line,역곡,Yeokgok,Electrical Stop,2021-10-22,2010-12-15,2021,10,2021-10,Fall,3964,132.1333333,10.86027397,37059,High,Above Ground,215,High,Unknown,현대무벡스,경인선_역곡,Gyeongin Line_Yeokgok,129,3번홈_6-3,41.0,3.0,6.0,3.0,전기정
4404,Gyeongbu Line,신도림,Sindorim,Position Sensor,2021-10-22,2018-10-15,2021,10,2021-10,Fall,1103,36.76666667,3.021917808,29333,High,Above Ground,347,High,Unknown,비츠로시스,경부선_신도림,Gyeongbu Line_Sindorim,32,Unknown,72.0,4.0,0.0,0.0,정위치센서
4405,Gyeongin Line,역곡,Yeokgok,Electrical Stop,2021-10-22,2010-12-15,2021,10,2021-10,Fall,3964,132.1333333,10.86027397,37059,High,Above Ground,215,High,Unknown,현대무벡스,경인선_역곡,Gyeongin Line_Yeokgok,129,3번홈_6-3,41.0,3.0,6.0,3.0,전기정
4406,Gyeongin Line,소사,Sosa,Motor,2021-10-24,2020-09-15,2021,10,2021-10,Fall,404,13.46666667,1.106849315,14644,Medium-High,Above Ground,118,Medium-Low,dunkern,현대무벡스,경인선_소사,Gyeongin Line_Sosa,142,1번홈_6-3,83.0,1.0,6.0,3.0,모터
4407,Gyeongin Line,소사,Sosa,Electrical Stop,2021-10-26,2020-09-15,2021,10,2021-10,Fall,406,13.53333333,1.112328767,14644,Medium-High,Above Ground,117,Medium-Low,Unknown,현대무벡스,경인선_소사,Gyeongin Line_Sosa,142,4번홈_1-3,43.0,4.0,1.0,3.0,전기정
4408,Gyeongbu Line,관악,Gwanak,Motor,2021-10-05,2015-12-15,2021,10,2021-10,Fall,2121,70.7,5.810958904,9514,Medium-Low,Above Ground,109,Medium-Low,dunkern,우진산전,경부선_관악,Gyeongbu Line_Gwanak,119,2번홈_5-2,109.0,2.0,5.0,2.0,모터
4409,Gwacheon Line,과천,Gwacheon,Electrical Stop,2021-10-08,2015-11-15,2021,10,2021-10,Fall,2154,71.8,5.901369863,9875,Medium-Low,Underground,126,Medium-High,Unknown,포스코ICT,과천선_과천,Gwacheon Line_Gwacheon,64,2번홈_4-2,93.0,2.0,4.0,2.0,전기정
4410,Gyeongbu Line,관악,Gwanak,Motor,2021-10-15,2015-12-15,2021,10,2021-10,Fall,2131,71.03333333,5.838356164,9514,Medium-Low,Above Ground,109,Medium-Low,dunkern,우진산전,경부선_관악,Gyeongbu Line_Gwanak,119,2번홈_9-2,43.0,2.0,9.0,2.0,모터
4411,Ansan Line,산본,Sanbon,DCU,2021-10-16,2013-12-15,2021,10,2021-10,Fall,2862,95.4,7.84109589,20913,Medium-High,Above Ground,127,Medium-High,STEN,GS네오텍,안산선_산본,Ansan Line_Sanbon,55,2번홈_9-1,45.0,2.0,9.0,1.0,DCU
4412,Gwacheon Line,대공원,Seoul Grand Park,Electrical Stop,2021-10-21,2016-12-15,2021,10,2021-10,Fall,1771,59.03333333,4.852054795,7378,Medium-Low,Underground,126,Medium-High,Unknown,비츠로시스,과천선_대공원,Gwacheon Line_Seoul Grand Park,21,2번홈_10-3,56.0,2.0,10.0,3.0,전기정
